Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,2008,Adventure,Arc System Works,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Lock On: Modern Air Combat,PC,2003,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,76.0,20,7.5,549,Eagle Dynamics,Everyone
MotorHead,PS,1998,Racing,Gremlin Interactive Ltd,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Max & the Magic Marker,Wii,2011,Platform,Unknown,0.0,0.03,0.0,0.0,0.03,,,,,Unknown,Unknown
Ao no Kanata no Four Rhythm,PSV,2016,Adventure,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
StormLover,PSP,2010,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Gloria Union,PSP,2011,Role-Playing,Atlus,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Gensou Suikoden I & II,PSP,2006,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.02,0.0,0.0,0.03,78.0,23,7.6,19,Team 17,Everyone 10+
Shaun White Skateboarding,PC,2010,Sports,Ubisoft,0.0,0.03,0.0,0.01,0.03,,,7.3,6,Ubisoft Montreal,Teen
Eyeshield 21: DevilBats DevilDays,GBA,2006,Role-Playing,Nintendo,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Jyuzaengi: Engetsu Sangokuden,PSP,2012,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Ratatouille,PC,2007,Action,THQ,0.01,0.01,0.0,0.0,0.03,,,7.9,9,Asobo Studio,Everyone
Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Rabbids Land,WiiU,2012,Misc,Ubisoft,0.01,0.01,0.0,0.0,0.03,52.0,26,5.2,29,Ubisoft Paris,Everyone 10+
Dancing Blade II: Tears of Eden,PS,1999,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Kokoro no Kokoron,DS,2011,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,2008,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
BeatMania IIDX 13: DistorteD,PS2,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Guild Wars,PC,2005,Role-Playing,NCSoft,0.03,0.0,0.0,0.0,0.03,89.0,53,8.4,455,ArenaNet,Teen
Go! Go! Hypergrind,GC,2003,Sports,Atlus,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Great Edo Blacksmith,PSV,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Keshisasu-Kun: Battle Kas-tival,DS,2010,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Peak Performance,PS,1997,Racing,JVC,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Take On Helicopters,PC,2011,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03,70.0,10,6.7,28,Bohemia Interactive,Teen
Young Justice: Legacy,3DS,2013,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,,,7.1,7,Farsight Studios,Everyone 10+
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
DokiDoki Majo Shinpan! 2,DS,2008,Adventure,SNK Playmore,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,66.0,16,7.8,10,Genki,Teen
Freaky Flyers,XB,2003,Racing,Midway Games,0.02,0.01,0.0,0.0,0.03,64.0,22,,,Midway,Teen
Nacho Libre,DS,2006,Action,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,56.0,6,5.8,6,BudCat,Everyone 10+
Power Rangers Super Megaforce ,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,43.0,7,,,Bandai Namco Games,Everyone 10+
Homeworld 2,PC,2003,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,83.0,31,8.3,128,Relic,Teen
Zoboomafoo: Leapin' Lemurs!,PS,2001,Action,Encore,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft,0.0,0.03,0.0,0.0,0.03,74.0,8,8.3,70,Ubisoft,Everyone
Dennou Senki Virtual-On Force,X360,2010,Fighting,Sega,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Rugby 15,X360,2015,Sports,Bigben Interactive,0.0,0.03,0.0,0.0,0.03,,,,,HB Studios Multimedia,Everyone
Nettou! Powerful Koushien,DS,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Graffiti Kingdom,PS2,2004,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.03,71.0,27,7.1,12,Taito Corporation,Everyone
King Arthur II,PC,2011,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,,,,,Unknown,Unknown
Armored Core SL: Silent Line Portable,PSP,2009,Simulation,From Software,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Looney Tunes: Galactic Sports,PSV,2015,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,,,,,Virtual Toys,Unknown
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Combat Elite: WWII Paratroopers,XB,,Shooter,Unknown,0.02,0.01,0.0,0.0,0.03,56.0,11,,,BattleBorne,Teen
Lethal Enforcers I & II,PS,1996,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Bubble Bobble Evolution,PSP,2006,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.03,47.0,5,,,Opus,Everyone
Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,78.0,20,9.3,6,Namco,Everyone
Who Wants to be a Millionaire: 1st Edition,DS,2007,Misc,Ubisoft,0.0,0.03,0.0,0.0,0.03,,,,,Unknown,Unknown
N+,PSP,2007,Platform,Atari,0.03,0.0,0.0,0.0,0.03,79.0,21,7.8,18,"Metanet Software Inc., SilverBirch Studios",Everyone
Minna no Golf Jou Vol.1,PSP,2007,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Ducati World Racing Challenge,PS,2001,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,68.0,7,,,Attention To Detail,Everyone
Super Collapse! II,GBA,2004,Puzzle,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Pop'n Music 14 Fever!,PS2,2007,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,2005,Misc,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,2010,Role-Playing,Gust,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Lux-Pain (JP sales),DS,2008,Adventure,Rising Star Games,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Smashing Drive,GBA,2004,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,,,,,Raylight Studios,Everyone
Away: Shuffle Dungeon,DS,2008,Role-Playing,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,65.0,17,,,"Mistwalker, Artoon",Everyone 10+
Big Mountain 2000,N64,1998,Sports,Imagineer,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Starshot: Space Circus Fever,N64,1998,Platform,Infogrames,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Charlie Blasts Territory,N64,1999,Action,Kemco,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Senko no Ronde DUO,X360,2010,Fighting,G.Rev,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Knights of Honor,PC,2004,Strategy,Sunflowers,0.0,0.02,0.0,0.01,0.03,77.0,26,9.1,89,Black Sea Studios,Everyone 10+
CIMA: The Enemy,GBA,2003,Role-Playing,Marvelous Interactive,0.02,0.01,0.0,0.0,0.03,70.0,11,,,Neverland,Everyone
Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
The Inner World,PC,2013,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03,72.0,18,8.1,48,Headup Games,Unknown
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010,Fighting,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Code Geass: Hangyaku no Lelouch,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Terraria,WiiU,2016,Action,505 Games,0.0,0.03,0.0,0.0,0.03,,,6.9,7,"Engine Software, Re-Logic",Teen
Hudson x GReeeeN Live!? DeeeeS!?,DS,2010,Misc,Hudson Soft,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Daibakushou: Jinsei Gekijou,SNES,1995,Misc,Taito,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Marble Madness / Klax,GBA,2005,Puzzle,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,,,,,Frame Studios Interactive,Everyone
Downstream Panic!,PSP,2008,Action,Atari,0.03,0.0,0.0,0.0,0.03,,,,,Unknown,Unknown
Suzumiya Haruhi no Chokuretsu,DS,2009,Adventure,Sega,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
DJ Max Portable 3,PSP,2010,Misc,CyberFront,0.01,0.0,0.02,0.0,0.03,,,4.6,9,"PM Studios Inc., Pentavision Entertainment",Everyone 10+
Boot Camp Academy,Wii,2010,Action,Zoo Games,0.03,0.0,0.0,0.0,0.03,,,,,Ubisoft,Everyone 10+
The Idolmaster: Gravure For You! Vol. 5,PS3,2012,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
S.Y.K Renshouden,PS2,2010,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Empire Earth II,PC,2005,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,79.0,39,7.1,89,Mad Doc Software,Teen
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Pet Alien: An Intergalactic Puzzlepalooza,DS,2007,Action,Game Factory,0.03,0.0,0.0,0.0,0.03,58.0,16,,,Shin'en,Everyone
Nectaris: Military Madness,PS,1998,Strategy,Hudson Soft,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007,Strategy,Broccoli,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
D.C.I.F.: Da Capo Innocent Finale,PS2,2009,Adventure,Sweets,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Konpeki no Kantai,SNES,1995,Strategy,Angel Studios,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Who Wants to be a Millionaire: 1st Edition,Wii,2007,Misc,Ubisoft,0.0,0.03,0.0,0.0,0.03,,,,,Unknown,Unknown
BRAHMA Force: The Assault on Beltlogger 9,PS,1996,Shooter,JVC,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Tenka-bito,PS2,2006,Strategy,Sega,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Hot Pixel,PSP,2007,Puzzle,Atari,0.03,0.0,0.0,0.0,0.03,55.0,35,6.5,6,zSlide,Teen
Doodle Hex,DS,2008,Puzzle,Pinnacle,0.0,0.03,0.0,0.0,0.03,68.0,14,,,Tragnarion Studios,Unknown
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,2015,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03,74.0,5,8.1,7,Milestone S.r.l,Everyone
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Codename: Panzers Cold War,PC,2009,Strategy,Atari,0.0,0.02,0.0,0.0,0.03,67.0,28,5.8,8,Stormregion,Teen
Samurai Spirits: Tenkaichi Kenkakuden,PS2,,Fighting,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Robo Pit,PS,1995,Fighting,Kokopeli Digital Studios,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Story Hour: Adventures,Wii,2008,Adventure,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,,,,,Other Ocean Interactive,Everyone
Muv-Luv Alternative: Total Eclipse,PS3,2013,Simulation,5pb,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
R-Type III: The Third Lightning,GBA,2004,Shooter,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,46.0,11,,,Raylight Studios,Everyone
Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,0.0,0.0,0.0,0.03,59.0,14,5.8,162,LucasArts,Teen
Heathcliff! The Fast and the Furriest,Wii,2010,Racing,Storm City Games,0.03,0.0,0.0,0.0,0.03,,,,,Storm City Games,Everyone
Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Blokus Portable: Steambot Championship,PSP,2006,Puzzle,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,51.0,5,,,Irem,Everyone
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Hakuouki,PS2,2008,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Atomic Betty,GBA,2005,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03,62.0,10,7.5,6,"Big Blue Bubble Inc., Breakthrough New Media",Everyone
"Princess Natasha: Student, Secret Agent, Princess",DS,2006,Action,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,,,,,Unknown,Unknown
Doom,PC,1992,Shooter,id Software,0.02,0.0,0.0,0.0,0.03,85.0,44,8.2,1796,id Software,Mature
Robin Hood: Defender of the Crown,XB,2003,Strategy,Capcom,0.02,0.01,0.0,0.0,0.03,57.0,13,,,Atomic Planet Entertainment,Teen
Monster Hunter Frontier Online: Season 10,X360,2011,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Street Jam Basketball,GBA,2004,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,35.0,7,8.0,7,Prograph,Everyone
Armored Core: Last Raven Portable,PSP,2010,Simulation,From Software,0.0,0.0,0.03,0.0,0.03,,,,,From Software,Teen
Master of Monsters: Disciples of Gaia,PS,1997,Strategy,Agetec,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
SD Gundam: Gashapon Wars,Wii,2010,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Curious George,XB,2006,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,57.0,11,,,Monkey Bar Games,Everyone
Disney's Aladdin,GBA,2003,Platform,Capcom,0.02,0.01,0.0,0.0,0.03,59.0,17,,,Disney Interactive,Everyone
Virtual Pool: Tournament Edition,XB,2005,Sports,Global Star,0.02,0.01,0.0,0.0,0.03,62.0,6,,,Celeris,Everyone
Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015,Action,Sega,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
SimCity,PC,1988,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03,64.0,75,2.2,4572,Maxis,Everyone 10+
Nippon no Asoko de,PSP,2008,Misc,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Harry Potter and the Half-Blood Prince,PC,2009,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.03,64.0,14,6.1,35,EA Bright Light,Everyone 10+
Higurashi no Naku Koro ni Iki,PSV,2015,Action,Kaga Create,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Harley-Davidson: Road Trip,Wii,2010,Racing,Destineer,0.03,0.0,0.0,0.0,0.03,,,,,Destineer,Everyone
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015,Role-Playing,Idea Factory,0.01,0.01,0.01,0.0,0.03,,,,,Unknown,Unknown
MapleStory DS,DS,2010,Role-Playing,Nexon,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Playmobil Top Agents,DS,2010,Action,JoWood Productions,0.0,0.03,0.0,0.0,0.03,,,,,Dreamcatcher,Everyone 10+
Doom 3 BFG Edition,PC,2012,Shooter,Bethesda Softworks,0.0,0.02,0.0,0.0,0.03,59.0,12,5.3,210,id Software,Mature
Pimp My Ride: Street Racing,DS,2009,Racing,Activision,0.03,0.0,0.0,0.0,0.03,,,,,Virtuos,Everyone
Romance of the Three Kingdoms II,3DS,2015,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Popeye: Rush for Spinach,GBA,2005,Platform,Atari,0.02,0.01,0.0,0.0,0.03,48.0,9,4.2,5,Magic Pockets,Everyone
Culdcept,PS2,2002,Strategy,Sega,0.01,0.01,0.0,0.0,0.03,78.0,26,8.9,9,NEC Interchannel,Teen
Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996,Role-Playing,NEC,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,7.4,5,Koei Tecmo Games,Teen
BeatMania IIDX 15: DJ Troopers,PS2,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP,2011,Misc,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Planet of the Apes,GBA,2001,Action,Ubisoft,0.02,0.01,0.0,0.0,0.03,54.0,6,,,Torus Games,Everyone
OZMAFIA!! -vivace-,PSV,2015,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Drake & Josh: Talent Showdown,DS,2007,Adventure,THQ,0.03,0.0,0.0,0.0,0.03,,,,,Unknown,Unknown
Hissatsu Pachinko Collection 3,SNES,1995,Misc,Sunsoft,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Real World Golf,XB,2006,Sports,Mad Catz,0.02,0.01,0.0,0.0,0.03,74.0,12,,,"Aqua Pacific, In2Games",Everyone
Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03,,,,,"Vicious Cycle, Little Orbit",Everyone 10+
Oumagatoki: Kaidan Romance,PSP,2012,Action,Quinrose,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
GTR Evolution,PC,2008,Racing,Atari,0.0,0.02,0.0,0.0,0.03,83.0,19,8.2,63,SimBin,Everyone
Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Hayate no Gotoku! Nightmare Paradise,PSP,2009,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,73.0,36,6.9,583,"City Interactive, Deck 13",Mature
NBA 08,PSP,2007,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,75.0,18,7.5,8,SCEA,Everyone
Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,0.0,0.02,0.0,0.0,0.03,87.0,52,8.2,275,Ironclad Games,Teen
New Tokyo Legacy: Operation Babel,PSV,2015,Role-Playing,5pb,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
The Wolf Among Us,X360,2011,Adventure,Telltale Games,0.01,0.02,0.0,0.0,0.03,83.0,5,7.7,88,Unknown,Unknown
HappinessCharge PreCure! Kawarun Collection,3DS,2014,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Nanashi no Game Me,DS,2009,Action,Square Enix,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
NBA 2K13,PC,2012,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,90.0,5,6.8,130,Visual Concepts,Everyone
Resident Evil 4,PC,2007,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,76.0,15,7.4,242,Capcom,Mature
DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,48.0,15,,,Natsume,Everyone 10+
007: Quantum of Solace,PC,2008,Action,Activision,0.01,0.01,0.0,0.0,0.03,70.0,18,6.3,55,Treyarch,Teen
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Megpoid the Music#,PSP,2013,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Batman: A Telltale Game Series,XOne,2016,Adventure,Telltale Games,0.02,0.01,0.0,0.0,0.03,,,4.3,7,Telltale Games,Mature
Wallace & Gromit in Project Zoo,XB,2003,Platform,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Boulder Dash: Rocks!,DS,2007,Puzzle,10TACLE Studios,0.0,0.03,0.0,0.0,0.03,,,,,Unknown,Unknown
Grid Runner,PS,1996,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Saihai no Yukue,DS,2008,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Metal Dungeon,XB,2002,Role-Playing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,44.0,14,7.2,5,Panther Software,Teen
Drome Racers,GC,2003,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,54.0,5,6.6,5,Attention To Detail,Everyone
World of Zoo,PC,2009,Simulation,THQ,0.0,0.02,0.0,0.01,0.03,,,8.4,11,Blue Fang Games,Everyone
Guitar Freaks V & DrumMania V,PS2,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,2009,Adventure,Level 5,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Royal Palace of White Sword and The City of Gentiles,PC,2009,Role-Playing,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,,,,,Unknown,Unknown
Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft Game Studios,0.03,0.0,0.0,0.0,0.03,,,,,Various,Teen
Gekido Advance: Kintaro's Revenge,GBA,2002,Action,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,70.0,7,7.0,4,Naps Team,Teen
Dream Pinball 3D,DS,2008,Misc,SouthPeak Games,0.03,0.0,0.0,0.0,0.03,,,,,TopWare Interactive,Everyone 10+
Future Tactics: The Uprising,XB,2004,Strategy,JoWood Productions,0.02,0.01,0.0,0.0,0.03,61.0,24,,,Unknown,Unknown
Winter Sports 3: The Great Tournament,PS3,2010,Sports,Tradewest,0.0,0.02,0.0,0.01,0.03,,,,,49Games,Everyone
Power Poke Dash,GBA,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,2009,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Detective Opera: Milky Holmes 2,PSP,2012,Adventure,BushiRoad,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Nisekoi: Yomeiri!?,PSV,2014,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Blaze Union: Story to Reach the Future,PSP,2010,Role-Playing,Sting,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03,,,,,"Torus Games, Little Orbit",Everyone
Handball 16,PS3,2015,Sports,Bigben Interactive,0.0,0.02,0.0,0.0,0.03,,,,,EKO Software,Everyone
Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.03,68.0,16,5.2,19,Nitro Games,Teen
World of Tanks,X360,,Shooter,Unknown,0.0,0.03,0.0,0.0,0.03,,,5.2,9,Microsoft Game Studios,Unknown
LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,0.03,0.0,0.0,0.0,0.03,73.0,11,6.6,17,Traveller's Tales,Everyone 10+
Race Driver 2006,PSP,2006,Racing,Codemasters,0.03,0.0,0.0,0.0,0.03,81.0,16,8.5,6,Sumo Digital,Teen
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,2010,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Samurai Warriors: Sanada Maru,PS4,2016,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,Omega Force,Unknown
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,0.02,0.01,0.0,0.0,0.03,44.0,16,8.6,5,Natsume,Teen
Battlefield 1942: The WW II Anthology,PC,2004,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
